epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate
43,0.22873590309619904,0.0,0.1745413611079477,0.0,0.0005
44,0.2273598032951355,0.0,0.17033509255214863,0.0,0.0005
45,0.22640940396785736,0.0,0.16800242875981483,0.0,0.0005
46,0.22943114087581634,0.0,0.1695840372970909,0.0,0.0005
47,0.2273986311674118,0.0,0.16502332545010148,0.0,0.0005
48,0.22803098742961883,0.0,0.16924164316077142,0.0,0.0005
49,0.22586140904426574,0.0,0.16983774460994513,0.0,0.0005
50,0.2253898951768875,0.0,0.1692441666771652,0.0,0.0005
51,0.22376701285839082,0.0,0.16670392055040711,0.0,0.0005
52,0.22496564455032347,0.0,0.1681599636935884,0.0,0.0005
53,0.22454612991809844,0.0,0.16695587265833167,0.0,0.0005
54,0.22292460379600526,0.0,0.17047139280920576,0.0,0.0005
55,0.22375302646160125,0.0,0.1644924897107349,0.0,0.0005
56,0.22464741199016572,0.0,0.16781435494020486,0.0,0.0005
57,0.2228683408021927,0.0,0.16936465196169107,0.0,0.0005
58,0.2219222878575325,0.0,0.16752887555178564,0.0,0.0005
59,0.22147153816223145,0.0,0.16513023017698034,0.0,0.0005
60,0.2212199455022812,0.0,0.16650346960801227,0.0,0.0005
61,0.22051215658187867,0.0,0.16676269163181828,0.0,0.0005
62,0.22077596950531006,0.0,0.16276299830075283,0.0,0.0005
63,0.22096697726249695,0.0,0.16646652051787467,0.0,0.0005
64,0.21807528688907624,0.0,0.16372123991797685,0.0,0.0005
65,0.22157237384319306,0.0,0.165434637124751,0.0,0.0005
66,0.2182844087600708,0.0,0.1685841278570473,0.0,0.0005
67,0.22069869561195374,0.0,0.16782437117805907,0.0,0.0005
68,0.22093356342315673,0.0,0.16668146597162173,0.0,0.0005
69,0.21979449446201324,0.0,0.16279450267743154,0.0,0.0005
70,0.2181365731716156,0.0,0.1599785634286844,0.0,0.0005
71,0.21711142082214355,0.0,0.16187439669089712,0.0,0.0005
72,0.21941236264705657,0.0,0.160083736204038,0.0,0.0005
73,0.2180548006772995,0.0,0.1641020933344106,0.0,0.0005
74,0.21889123711585998,0.0,0.16566374271538606,0.0,0.0005
75,0.21811288492679595,0.0,0.1643514877576737,0.0,0.0005
76,0.21791060004234314,0.0,0.16204525895748928,0.0,0.0005
77,0.21853322913646697,0.0,0.16971523656397108,0.0,0.0005
78,0.21758530406951904,0.0,0.1663855169039623,0.0,0.0005
79,0.21616989657878877,0.0,0.16452516501496553,0.0,0.0005
80,0.21501518590450286,0.0,0.1658306997862591,0.0,0.0005
81,0.21619891452789305,0.0,0.1590208400776432,0.0,0.0005
82,0.21484441474676133,0.0,0.16374930454667208,0.0,0.0005
83,0.2153014840364456,0.0,0.1645751107650198,0.0,0.0005
84,0.2147228987932205,0.0,0.1606939190607162,0.0,0.0005
85,0.21322302379608155,0.0,0.1614766510049249,0.0,0.0005
86,0.21404735169410705,0.0,0.15821419613566368,0.0,0.0005
87,0.21489952747821808,0.0,0.16261948967815204,0.0,0.0005
88,0.21577947747707366,0.0,0.15780240881025412,0.0,0.0005
89,0.21387400622367858,0.0,0.1572589374556663,0.0,0.0005
90,0.215993381857872,0.0,0.1601053314508906,0.0,0.0005
91,0.21368210003376006,0.0,0.15860401070231844,0.0,0.0005
92,0.21094919140338897,0.0,0.15864758331115078,0.0,0.0005
93,0.21315783648490905,0.0,0.15858739514829248,0.0,0.0005
94,0.2149745846271515,0.0,0.15717465421006938,0.0,0.0005
95,0.21457365443706514,0.0,0.1602750627478217,0.0,0.0005
96,0.2126232723712921,0.0,0.15828042633973868,0.0,0.0005
97,0.2134656266450882,0.0,0.15893057273451688,0.0,0.0005
98,0.21152862713336945,0.0,0.16108131470384113,0.0,0.0005
99,0.2149024310708046,0.0,0.1575774126656496,0.0,0.0005
100,0.21163871643543244,0.0,0.16096579297712654,0.0,0.0005
101,0.21150011899471283,0.0,0.16207459953370368,0.0,0.0005
102,0.21241512815952301,0.0,0.1586105076560549,0.0,0.0005
103,0.21127224020957946,0.0,0.1585775447214485,0.0,0.0005
104,0.21202842309474945,0.0,0.15859062310047212,0.0,0.0005
105,0.21076752555370332,0.0,0.16333244052852036,0.0,0.0005
106,0.21320879797935485,0.0,0.15899664623911974,0.0,0.0005
107,0.21262963292598724,0.0,0.15734125445982453,0.0,0.0005
108,0.21133741817474366,0.0,0.15909963974337668,0.0,0.0005
109,0.21045457216501237,0.0,0.16038181561573295,0.0,0.0005
110,0.21066529467105866,0.0,0.15968251759838906,0.0,0.0005
111,0.21116493592262267,0.0,0.16483736517512873,0.0,0.0005
112,0.2111176313638687,0.0,0.15529445250322865,0.0,0.0005
113,0.2097449331998825,0.0,0.16054028514654015,0.0,0.0005
114,0.21112417660951616,0.0,0.15749211039892427,0.0,0.0005
115,0.2078094006061554,0.0,0.15618369348679378,0.0,0.0005
116,0.21022483580112458,0.0,0.15841171415937935,0.0,0.0005
117,0.21107712094783784,0.0,0.15528415793636044,0.0,0.0005
118,0.2097387280702591,0.0,0.16059234135659636,0.0,0.0005
119,0.2105468225479126,0.0,0.15731161600275403,0.0,0.0005
120,0.2089990561723709,0.0,0.1570125420571892,0.0,0.0005
121,0.2095457174181938,0.0,0.16048028965474695,0.0,0.0005
122,0.20846175931692124,0.0,0.15460019534940173,0.0,0.0005
123,0.21065689494609832,0.0,0.1580464828071321,0.0,0.0005
124,0.2092876503944397,0.0,0.15621281045067842,0.0,0.0005
125,0.21027300205230712,0.0,0.15445971375058412,0.0,0.0005
126,0.2089535165309906,0.0,0.15734108010674738,0.0,0.0005
127,0.2095251164674759,0.0,0.15685862089228478,0.0,0.0005
128,0.20885443558692932,0.0,0.15515099470592608,0.0,0.0005
129,0.2073062771320343,0.0,0.15561330788264607,0.0,0.0005
130,0.20796785699129106,0.0,0.15855315251714863,0.0,0.0005
131,0.20947972257137298,0.0,0.15799011617519293,0.0,0.0005
132,0.21032788441181183,0.0,0.15763865952279157,0.0,0.0005
133,0.20846537127494813,0.0,0.15822210979119988,0.0,0.0005
134,0.2081269617319107,0.0,0.1596867949434906,0.0,0.0005
135,0.2085133129835129,0.0,0.16442158433851922,0.0,0.0005
136,0.20862060041427613,0.0,0.15545444921323448,0.0,0.0005
137,0.20854587321281434,0.0,0.16131097775925496,0.0,0.0005
138,0.20597975177764893,0.0,0.15778686765842376,0.0,0.0005
139,0.20668220500946044,0.0,0.15187773844049235,0.0,0.0005
140,0.20657859475612642,0.0,0.1554614492947129,0.0,0.0005
141,0.2069033791780472,0.0,0.1587523573143467,0.0,0.0005
142,0.2081331193447113,0.0,0.15720794497022203,0.0,0.0005
143,0.2084037707090378,0.0,0.15814158182804752,0.0,0.0005
144,0.20825926163196565,0.0,0.1559178546355788,0.0,0.0005
145,0.20694562377929687,0.0,0.15471678312606874,0.0,0.0005
146,0.20586903618574143,0.0,0.16229197221576788,0.0,0.0005
147,0.20651568074226379,0.0,0.15302639820013836,0.0,0.0005
148,0.20760305318832398,0.0,0.15841235941762377,0.0,0.0005
149,0.2063226692676544,0.0,0.15729119101907038,0.0,0.0005
150,0.20623332512378692,0.0,0.1586311499878859,0.0,0.0005
151,0.20752022162675857,0.0,0.15832498997070227,0.0,0.0005
152,0.20612299387454985,0.0,0.1592654974502363,0.0,0.0005
153,0.2073652976989746,0.0,0.16105571536311677,0.0,0.0005
154,0.20649328818321228,0.0,0.15904227046260408,0.0,0.0005
155,0.20571503190994261,0.0,0.156218603633012,0.0,0.0005
156,0.20607171690464018,0.0,0.15645752633642998,0.0,0.0005
157,0.20652589535713195,0.0,0.15581496918846846,0.0,0.0005
158,0.2056366092801094,0.0,0.15398336481896174,0.0,0.0005
159,0.2062557667016983,0.0,0.15819752017024216,0.0,0.0005
